	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
P35221	-1.390345809	1.532246356	1.084638688	-0.604437231	0.415569638	1.707235616	1.392504816	1.820161876	1.056004443	1.003759655	-1.292049515	0.788862759	-0.397560802	1.238887072	-0.149945128	-1.620805205	1.818496497	0.604312677	1.647009629	2.142068532	0.986779808	1.188380621	1.219368409	-0.384289361	0.861513704	-1.915622876	0.849313496	1.184747218	-0.064999008	-0.496547978	1.098678009	0.740585464	0.995209709	1.088690083	1.538909809	0.264072083	1.01890942	-1.690909192	1.144304128	1.234777584	-1.273445773	1.694523958	0.158280297	1.671555424	-1.498376005	0.875646822	1.356512003	-0.194864839	0.465351892	-1.88016735	1.535267843	0.059494261	-1.497838646	0.061187516	1.757206018
P35222	2.420527144	1.606286358	2.558626964	0.053035085	0.58583565	2.143788851	1.749180251	1.323087932	1.967474949	0.9248248	2.290848199	2.682882535	1.049539606	1.712536103	1.754031814	2.653325563	2.522403265	2.110974693	2.803881636	2.895066903	3.251257139	2.988290047	2.278019896	2.703526477	2.752979014	2.034262898	1.917302357	2.605250051	1.749248663	2.961420466	2.983601182	1.887314745	2.656665693	3.162205509	2.537751784	1.699152561	1.369045942	2.569715188	3.523746757	2.128638612	0.926999688	1.875750341	1.45714697	1.853807479	2.415946784	1.533180816	2.744741787	0.232341081	1.694055311	2.353616649	2.353687459	2.704271605	2.754921901	2.668149416	2.388125601
P35232	2.144064458	2.244683823	2.190176194	1.883268986	2.853573462	3.134275483	2.396749915	3.146867648	1.931008946	3.060930816	2.653608497	2.569433368	3.096323597	2.324562339	1.704917456	3.078145043	2.743843971	2.061581241	3.739720232	3.043832148	3.030470894	3.005013885	2.774884081	1.709681365	1.976242548	2.134568849	2.776617743	3.215015684	1.39760262	2.383459436	1.919280822	2.934480944	2.710080217	3.034088726	2.405910906	1.136783787	3.707159322	2.581210119	1.970049814	3.102461893	1.212881087	2.147379352	1.183066883	2.587675536	2.322257205	2.057494773	2.885790261	2.160443315	2.092665631	2.476002624	2.813951713	1.112619474	2.659549091	1.771942081	2.506722954
P35237	4.030239668	3.037661322	3.210795896	4.347098491	1.940570136	4.257134579	3.367246553	2.710314352	4.038859182	3.686137079	2.245774587	4.014655147	2.791122	3.861242056	5.440598243	2.129402246	3.87329149	5.513331987	4.450212073	5.02691759	3.510921651	4.523444386	3.551450277	4.193095957	4.227146298	3.512552634	3.131647987	3.981371608	5.280184407	4.596797756	6.130967565	3.482619491	4.020298168	4.171931132	4.691161167	5.312715242	2.739636521	4.340163271	5.487627902	4.430673652	5.432985145	3.125070194	4.122138722	4.518759322	4.59180191	4.033749715	4.726174555	4.742036716	3.006350019	4.474020198	4.267378386	6.047419394	3.980239777	4.305632496	4.054696729
P35240	-3.280884377	-2.904526094	-2.244646151	-3.855655989	-3.475918033	-1.512568348	-1.599777286	-3.249524408	-4.507809155	-1.919621229	-3.033017444	-1.919184246	-4.024794805	-2.657633919	-2.301494118	-3.032794855	-1.304108249	-2.02717529	-2.060153351	-2.166217274	-1.714387377	-2.529418373	-2.686454003	-1.932224872	-1.065704776	NA	-2.505152124	-1.804396978	NA	-3.027054203	-3.019075182	-2.840496013	-2.302830222	-2.186755244	-2.325653547	-1.384433119	-2.541144134	-2.308564293	-1.88044931	-1.323095989	NA	-3.266250717	-2.210611153	-1.39241367	-2.393647069	-2.794068995	-2.270689311	-2.75414566	-3.099139002	-2.528947957	-1.339054332	-2.334648562	-3.957923634	-2.577058743	-1.595063881
P35241	2.713249874	3.337118207	3.335107997	1.583083857	1.531633385	3.707747983	3.837456717	1.249383489	2.706297402	2.961348788	1.694712623	4.147303665	2.097520008	3.836984489	4.368115723	1.630230267	4.259129013	5.159310982	4.51233502	3.421001492	3.812183792	4.534347408	2.989551219	3.719399356	4.593774874	1.87828908	3.334332325	3.401192494	4.397480069	2.227606954	3.485617552	1.611869712	3.384751953	2.572067258	4.277938271	4.965464011	1.957671548	3.897920194	5.382096428	3.706940392	4.14948204	3.198241458	5.090667712	4.618539508	2.96356267	2.319155288	3.867605393	2.105472703	3.250782304	3.740258337	4.570416567	5.335936139	2.672742211	2.732997449	3.399757569
P35244	-0.719481405	0.281550873	-0.398635465	0.291348172	-0.022060368	0.126652329	0.783754341	1.441936153	-0.951361975	-0.025731536	-0.888247725	0.711058321	0.045779956	-0.184349387	0.310014989	-1.641039713	0.766944524	0.33443622	1.269857839	-0.101799244	0.329911189	-0.097440607	-0.219226941	-0.636564003	1.031130922	-0.593317058	0.053199906	1.41151374	0.811527352	-0.669663485	0.409150322	0.065562534	-0.083472687	-0.214796781	-0.20742189	0.706244101	1.09660884	-1.030595768	0.044131765	0.817670995	0.018550655	-0.086725485	-0.222509422	0.594612713	-0.716735384	0.008122297	0.33512977	-0.49368949	-0.311395119	-1.051644308	0.12311083	0.315412677	-0.432691842	-0.178942697	1.215071239
P35268	2.539605151	4.592142607	3.577555567	4.411502039	4.994224	3.920691103	3.765009641	5.173794802	3.337166633	4.553776472	2.934604967	3.299351907	3.658473068	4.860051759	3.192658038	3.378047999	4.077965794	3.079243115	3.558328321	3.830914489	3.282458688	2.335868234	3.529325023	2.615683108	2.692121351	2.447330818	4.547906559	3.990859708	2.524038845	2.578382426	2.629870884	4.558280805	3.181645804	3.477842523	3.37003611	2.981679361	5.098526269	2.618341036	2.988889982	3.477005977	2.180839342	3.485785783	2.412384176	4.169069002	2.470741355	3.495308408	3.856763053	3.976707422	2.992817487	2.784559203	3.219506231	2.87320192	2.265999318	1.894941703	3.528217363
P35269	1.333179758	0.047733982	1.595489582	-0.212234194	-3.744415111	-0.008715074	1.419744752	-2.845662784	3.018769838	0.201173747	-2.020262435	0.40962196	NA	0.589418046	2.090860403	-2.793294507	1.291580012	0.322768068	1.180076128	-1.889545333	-1.549696814	-0.152019941	0.242473509	-0.781119485	0.456847458	-1.201459574	0.345775468	-0.316032034	2.724989954	-1.142369461	2.591058243	-2.850143182	-1.73503874	-1.741037406	0.966509363	1.555812183	-2.299222254	-0.798583983	0.006220056	1.683347199	1.712306969	1.913660808	1.844626319	0.608982452	0.049546343	1.415582776	-1.088776964	-5.017139661	-0.094074612	-0.460652002	-0.652493177	1.240672312	-0.703576467	-0.694308568	0.148619548
P35270	-0.281827797	-2.833522265	-1.240178136	-1.025135892	-0.496211603	-2.665555877	-1.484714523	-4.394189598	-2.154489741	-0.482270815	-0.922993892	-1.158309906	-1.140270903	-2.117528555	-1.075989638	-1.465121438	-2.193572042	-0.769923117	-0.714518334	-1.18857647	-0.761891527	0.515082293	-1.24204002	-1.305065525	-0.749424877	-1.347786637	-0.736753918	-1.411035677	-1.47612154	-1.244732798	-1.465505864	-2.453144755	-1.185715445	-1.306340434	-2.247306286	-1.257706085	-3.68000501	-1.315175631	0.20671177	-1.400167655	-1.250551456	-3.041684947	-1.419903254	-1.993927384	-1.371335858	-2.807046444	-0.270114077	-1.794551681	-1.660923848	-1.440611819	-1.698936144	0.35107455	-0.962618631	-1.321146713	-2.557360453
P35367	-3.641374325	-2.35694795	-1.479325031	-2.95785601	-4.365813392	-2.860206691	-3.965295624	-1.974571194	-1.458666386	-2.266627488	-3.680934162	-2.675815616	-4.320233032	-1.645470082	-2.525543873	-1.548135737	-0.918345561	-1.877287694	-1.408982581	-0.681237651	-3.011203554	-1.164198605	-0.363319442	-2.051250263	NA	-2.440882897	-1.419676497	-3.734806559	-2.424719387	-1.055137851	-3.320410928	-0.970591571	-2.487171793	-2.062647716	-1.397612296	-1.798397168	-2.606804791	-2.966066659	-2.276860243	-2.655180336	NA	-0.279508225	-2.419731424	-0.506027235	-0.645350568	-3.597340394	-1.23812359	NA	NA	-1.542472352	-1.606798381	-1.321941735	-1.83758526	-2.231164868	NA
P35442	-3.14909018	-1.000844769	-1.773877049	-2.223661216	-2.015795003	2.027129462	-3.418097147	-1.858189843	-1.709367128	-3.653154988	-3.270397794	-0.635978577	-3.327237663	NA	-1.39375834	-3.677246983	-0.24160027	-1.613809608	0.328045396	-1.55927303	-4.131240644	-1.027299137	-2.395966722	-2.676343915	-2.810539166	NA	-0.48066254	-0.469434162	-1.639217617	-4.271127809	-1.179857228	2.368815326	-0.723023681	-2.301178027	-1.166108949	-0.607011584	-0.491282189	-2.206121799	-1.536683903	0.330696673	-0.977958915	-2.60169758	-1.021749564	-3.691517424	NA	0.066583093	-2.495534995	0.275734549	-1.253441649	NA	-1.477071918	-0.637104118	NA	-4.394608236	-1.785332137
P35475	NA	-1.436389646	-1.950062497	-1.22079148	-0.245958166	-1.60941127	-2.020616347	-2.00292623	-1.888570422	-0.893200517	NA	-1.205347374	-2.050712058	-2.88908941	-2.832714625	-3.235864632	-1.087347718	-1.454432669	-3.32302895	-1.281322424	-2.473184595	-1.363059336	-2.169555535	-4.101773242	-2.580301669	NA	-0.829481245	-2.306814614	-1.497260089	-3.658296935	-2.774940798	-2.727387505	-2.057001252	-2.288427122	-2.290192968	-2.522608887	-2.911267895	NA	-2.435491827	1.056681956	-2.647320347	-1.314113746	-4.816625306	-1.698956042	NA	-4.153845869	-0.804088713	-4.138656913	-2.5099296	NA	-1.511487466	-2.090944847	NA	NA	-0.235384433
P35527	3.302216024	3.310870193	-3.301034636	4.666372862	2.952173633	0.853935767	-0.042505068	4.314549038	4.764671597	2.752109889	4.73167856	4.174603916	1.347108922	3.870376798	2.956315022	1.525614699	1.044648914	0.774667975	1.050988007	1.139921361	1.271374716	2.988590962	-3.87860277	-2.137344391	2.426613094	3.052892854	-0.318164263	1.17669102	2.224196691	-1.74944629	0.509731056	3.845492087	2.116765832	-0.26771808	0.063789385	3.416152161	2.174690685	-1.192895132	4.58587693	6.80060809	2.016969418	2.023007327	0.064331045	0.867788295	3.713951531	1.47573053	0.502432234	-1.489166557	1.015025305	2.229588875	-2.946012904	4.026082495	4.582630885	6.393139183	1.000721709
P35542	1.863797169	6.899289893	5.714932968	6.01383516	5.230912524	3.962355207	2.37898923	4.842928386	5.831684787	4.466119978	4.443784088	2.398954449	5.887251344	7.324055716	0.479463794	3.211391141	3.311372803	0.946965026	2.725191867	3.826661326	1.858834541	3.682233241	3.160370615	0.948822084	1.493050106	2.905610412	6.79593626	3.821084007	3.384322905	0.119144136	1.458284546	5.107405829	3.959536758	2.487170435	2.550467225	0.314692939	3.709636887	-0.04108496	0.80771774	-2.152252414	1.273462423	5.874198393	2.617764233	5.044708624	-0.120090011	5.777973741	4.448524887	6.077109151	5.173527464	0.217774954	4.524126346	0.315686682	4.293115905	-0.376111634	3.807465128
P35555	-1.6492996	1.522540738	2.483250897	1.77927538	2.521771479	5.308628554	-0.791805606	0.345459769	1.302871384	0.904679517	-1.460072791	3.176134708	0.99287399	1.737773015	2.165295346	-1.701853728	2.801347995	3.271187972	2.894876052	2.329690764	-1.313425345	3.05667167	-1.425681448	-2.192422946	-1.127806215	-1.518040743	2.790506741	-0.623835587	1.51578677	-1.805776172	-2.46210293	1.11607864	1.292937231	0.195185826	-0.22576956	0.502865902	1.730760999	-0.646268677	-1.010694782	0.395305917	-0.502573621	0.769297718	1.440421105	0.102380849	-1.723820561	1.066441335	1.307103267	2.935870377	-0.258173241	-0.198027962	2.521197323	0.099191	NA	NA	-1.938905268
P35573	0.679241895	-1.28421601	-0.21664674	-0.15623919	1.193965027	0.649416399	-0.615597163	1.16044476	-2.350330033	-0.144935464	-0.097161556	-0.655535442	1.337578724	-0.514911512	-0.777098662	0.165140937	-0.663878691	0.113488976	0.308519805	0.359993952	1.027516795	-0.120236002	-0.247511313	1.292304151	0.980262349	-0.896141157	0.771053808	0.298192705	-1.73532501	0.540792012	-1.955748561	1.315467123	1.247909378	0.828684377	-1.30396057	0.296762946	0.653497481	0.113158214	0.687256757	-0.312166072	-2.562790613	-0.147152381	-1.793390714	-0.938984833	0.107526803	-0.252088401	-0.354661402	-0.868725489	-0.183635679	-0.254730817	0.961179156	-1.079695294	-0.484076059	1.16765393	-0.085858051
P35579	3.892890984	7.097984638	5.533250269	7.14954562	5.058429088	7.006830343	4.745674354	5.59224827	5.30184836	6.361919357	4.322716312	5.928273872	6.099409089	7.361436583	5.075885097	4.259537725	5.784422747	6.844862188	5.967567124	4.912701083	3.88684007	5.580907132	4.896463082	5.380579415	5.026531023	4.173137994	5.197995383	4.011511134	5.51322299	3.57958017	5.049925103	6.68778641	5.283561274	4.474026569	5.596911054	6.087069703	4.786522401	5.559211651	5.70428056	6.373540041	5.490184551	6.621550665	6.175103829	7.299054089	4.935734062	4.690918706	5.171097265	5.950489151	4.870006612	5.800498461	6.211633678	5.617863312	3.134767581	2.830544251	4.063123465
P35580	3.011940072	5.512766162	2.652770315	2.989512365	3.233786906	2.377026457	3.331339985	3.906507668	2.124161961	1.537379759	3.035908152	3.972721623	2.586373692	4.465374638	4.078744868	3.599371665	3.023275264	4.452181711	4.162005174	2.219099372	2.86471321	3.052331074	3.245128982	3.904330523	4.819452407	3.595757622	2.449465867	2.953836108	3.59856487	2.563801191	3.457038544	2.968160019	3.027975735	2.264154582	4.300409488	4.123504722	2.214266248	5.535417758	4.088660709	4.141658249	4.684617861	3.865943909	4.658166483	3.722966692	4.458015965	2.907590922	1.904920276	3.608843895	2.714667268	5.497071034	3.269274678	4.411479522	2.496426321	2.522785858	2.827299164
P35606	0.42368943	0.905144297	0.966167806	1.227272928	2.275254522	1.814011303	1.969071641	1.860985496	0.166502376	2.323596819	0.22291142	1.459110068	2.331487345	1.083888674	1.190649197	0.681740876	1.85811501	0.991721321	1.516224117	2.049084506	1.707544459	2.070366463	0.913914316	1.087284419	1.916619249	-0.059126523	1.64110646	1.882473776	-0.246761685	0.535146102	0.190516649	1.802872637	1.311794516	1.532728092	0.99012168	1.941010342	2.804371329	0.208430755	1.863851719	1.475440965	-0.741348621	0.954780015	-0.06843461	1.465121557	0.008909157	0.484969428	2.115532271	1.157640195	0.841378514	0.218328681	1.803621505	0.73911635	-0.208321803	0.736962186	2.863728706
P35609	0.512869744	-3.504358756	-0.91748484	NA	-1.803403992	-3.496992803	-1.643694881	-2.329401123	NA	-4.022640135	0.528203998	-1.680061362	-0.632855652	-1.382557201	NA	2.341879603	NA	NA	-4.2905351	-0.325457229	1.13378351	-3.818871008	0.124078414	1.93667959	-0.776344904	-0.205731576	-2.866489724	-0.759614653	NA	2.672502492	-1.67043172	-5.601565144	0.185280477	-1.195732511	-1.493919069	-2.97009701	NA	1.923644414	-2.775285638	NA	NA	-2.785986522	-1.765574774	-3.09054069	1.59293613	-2.283858071	-3.824124208	-5.148499446	-0.009785756	2.062216795	-2.387667556	-2.087497282	1.268347103	2.475221941	-0.243830024
P35611	4.230874402	2.577277574	3.613998124	1.823634167	1.995944267	2.804170688	2.872144624	1.665122747	2.64356314	1.435052781	4.461598959	3.504640606	2.252054397	3.449865397	3.714618886	4.637459594	2.944819605	3.494642318	2.951943826	3.296170533	4.370815356	2.909114412	4.342291867	4.591387531	3.837034326	4.623136715	3.075632968	3.107513782	2.827925559	4.625017872	4.552313945	1.787572613	4.041111059	3.964302497	3.891083529	3.060526655	-0.166080824	4.893107101	3.703902703	2.659983135	3.457665923	3.039872049	4.173209252	2.537959507	4.467686542	2.729905521	3.258774168	2.01450951	3.92558639	4.60196178	3.162239762	4.547741994	5.265125729	4.853174119	2.824438681
P35612	4.052320362	3.128001461	2.999814391	2.041139972	2.089681966	1.966090179	2.833733538	0.705027908	1.944459053	1.048923127	4.420793559	2.391661495	1.63737803	3.389655318	2.196968612	4.424365872	1.697924524	2.418643831	1.298913322	2.247331804	3.544238136	1.171106638	4.110942207	4.078725074	2.985729489	4.464725804	1.567208493	2.245710232	2.306074222	4.296202438	3.776798643	1.380316338	3.22444433	2.871915662	3.393857448	2.125468706	0.466172712	4.684561629	0.96324283	1.288321818	2.689798673	3.57529805	3.872811943	1.690792329	4.214424507	2.268434522	1.126222133	1.49516483	3.402128373	4.59036493	2.190083613	3.097112348	4.730171957	4.486626316	1.941148802
P35613	7.197323981	6.994974339	6.410186368	7.523992385	6.310883747	6.158578883	5.454809179	5.419948889	7.18131355	6.332368299	6.010124037	6.036243199	5.604155458	6.61440417	6.86036178	5.103308803	6.034935954	5.64798117	6.24892836	4.847120023	4.776977987	6.219475301	6.039670512	5.908644836	5.239387527	6.328247757	6.547130248	5.222172115	7.551088294	5.843944569	7.050666407	6.882988787	6.056548329	5.829744652	6.04617933	5.137052993	4.58263303	5.62613159	6.206340448	6.261970596	6.347124155	6.279207479	6.505618095	6.601782759	5.724814394	7.013791047	6.349731348	7.245597603	5.911762797	5.696676535	5.952695105	7.638191387	6.743218519	6.252329249	4.962378587
P35625	-3.153624329	0.425786593	1.102728474	-1.519789132	3.793307331	1.260082499	-1.756644695	-1.37240862	-3.048194928	-1.32929688	-2.304306694	0.178497286	NA	-1.435758567	0.192475004	-0.824772503	0.442647562	-0.460432839	1.647731929	0.623769868	-1.051936469	-0.098049062	-0.076553285	-1.799957988	-1.04551646	NA	0.414334898	-0.356594081	NA	-1.753872622	-2.806518901	2.173609225	-0.517286526	-1.093687189	0.811476502	-0.235615964	0.327040333	-2.429880628	0.177754251	0.562672105	NA	0.467493346	-0.35485771	-1.506088964	-3.830290162	1.939687841	-1.597019688	2.13460443	-0.72353609	-2.095463407	0.26810957	-0.27410702	NA	-4.822967704	NA
P35637	4.215705213	6.397328329	1.972856414	3.039314705	0.317777613	3.0826707	5.823763094	0.755773024	4.690185572	3.295797627	3.438797977	5.032389355	-0.280700697	4.671288684	5.028551425	2.992110421	4.151722637	5.136587687	5.566465725	2.669810251	2.632824313	3.87832296	3.606854377	4.276473719	5.69154274	4.22454315	2.786255868	4.817918438	5.576610748	3.616720637	5.999142882	1.532888336	3.419318426	2.361465963	4.878463548	5.737044257	1.87052231	4.446553366	4.143871671	7.340104473	5.890675312	5.854141133	5.888956926	4.165089313	3.738517123	5.189475813	2.886523868	2.601859557	4.881809575	4.405256906	3.309813471	5.453407006	3.070318404	3.552839264	4.318385692
